keyword,cluster,page,source,business_fit,search_volume_us,cpc_usd,paid_competition,paid_competition_index,seo_kd,metric_status
one word replies,losing,/is-he-losing-interest,editorial seed,65,70,,LOW,0,not queried,available
he never asks me questions,losing,/is-he-losing-interest,editorial seed,65,10,,LOW,0,not queried,available
he stopped making plans,losing,/is-he-losing-interest,editorial seed,65,,,,,not queried,unavailable (not zero)
he texts less after first date,losing,/is-he-losing-interest,editorial seed,65,10,,,,not queried,available
he went cold after second date,losing,/is-he-losing-interest,editorial seed,65,,,,,not queried,unavailable (not zero)
mixed signals,mixed,/mixed-signals-text-analyzer,editorial seed,30,3600,0.03,LOW,0,not queried,available
mixed signals from a guy,mixed,/mixed-signals-text-analyzer,editorial seed,65,170,0.01,LOW,8,not queried,available
mixed signals over text,mixed,/mixed-signals-text-analyzer,editorial seed,65,,,,,not queried,unavailable (not zero)
mixed signals text analyzer,mixed,/mixed-signals-text-analyzer,editorial seed,95,,,,,not queried,unavailable (not zero)
hot and cold texting,mixed,/mixed-signals-text-analyzer,editorial seed,65,30,,LOW,0,not queried,available
inconsistent texting,mixed,/mixed-signals-text-analyzer,editorial seed,65,70,,LOW,0,not queried,available
he texts me but never makes plans,mixed,/mixed-signals-text-analyzer,editorial seed,65,10,,LOW,0,not queried,available
he says he likes me but,mixed,/mixed-signals-text-analyzer,editorial seed,65,10,,,,not queried,available
he acts interested then disappears,mixed,/mixed-signals-text-analyzer,editorial seed,65,10,,,,not queried,available
he texts first then ignores me,mixed,/mixed-signals-text-analyzer,editorial seed,65,,,,,not queried,unavailable (not zero)
he texts everyday but never asks me out,mixed,/mixed-signals-text-analyzer,editorial seed,65,,,,,not queried,unavailable (not zero)
he flirts then pulls away,mixed,/mixed-signals-text-analyzer,editorial seed,65,10,,,,not queried,available
is he interested or just lonely,mixed,/mixed-signals-text-analyzer,editorial seed,65,,,,,not queried,unavailable (not zero)
he texts at night only,mixed,/mixed-signals-text-analyzer,editorial seed,65,,,,,not queried,unavailable (not zero)
he leaves me on read,mixed,/mixed-signals-text-analyzer,editorial seed,65,30,,LOW,0,not queried,available
he leaves me on delivered,mixed,/mixed-signals-text-analyzer,editorial seed,65,10,,LOW,0,not queried,available
ghosting or just busy,mixed,/mixed-signals-text-analyzer,editorial seed,65,,,,,not queried,unavailable (not zero)
why does he ignore my texts,mixed,/mixed-signals-text-analyzer,editorial seed,65,30,,LOW,4,not queried,available
situationship,situationship,/situationship-analyzer,editorial seed,30,74000,0.73,LOW,2,not queried,available
situationship analyzer,situationship,/situationship-analyzer,editorial seed,95,10,,LOW,0,not queried,available
situationship quiz,situationship,/situationship-analyzer,editorial seed,45,50,,LOW,0,not queried,available
situationship test,situationship,/situationship-analyzer,editorial seed,45,20,,LOW,2,not queried,available
am i in a situationship,situationship,/situationship-analyzer,editorial seed,65,210,0.11,LOW,8,not queried,available
signs of a situationship,situationship,/situationship-analyzer,editorial seed,65,110,0.05,LOW,14,not queried,available
situationship texting,situationship,/situationship-analyzer,editorial seed,65,,,,,not queried,unavailable (not zero)
situationship vs relationship,situationship,/situationship-analyzer,editorial seed,65,1000,0.03,LOW,10,not queried,available
is my situationship going nowhere,situationship,/situationship-analyzer,editorial seed,65,,,,,not queried,unavailable (not zero)
signs a situationship is ending,situationship,/situationship-analyzer,editorial seed,65,,,,,not queried,unavailable (not zero)
does my situationship like me,situationship,/situationship-analyzer,editorial seed,65,20,,LOW,2,not queried,available
why wont he commit,situationship,/situationship-analyzer,editorial seed,65,40,,LOW,3,not queried,available
is he serious about me,situationship,/situationship-analyzer,editorial seed,65,90,0.04,LOW,3,not queried,available
does he want a relationship,situationship,/situationship-analyzer,editorial seed,65,70,0.03,LOW,1,not queried,available
situationship red flags,situationship,/situationship-analyzer,editorial seed,65,10,,LOW,10,not queried,available
situationship communication,situationship,/situationship-analyzer,editorial seed,65,,,,,not queried,unavailable (not zero)
one sided situationship,situationship,/situationship-analyzer,editorial seed,65,50,,LOW,0,not queried,available
situationship boundaries,situationship,/situationship-analyzer,editorial seed,65,20,,LOW,0,not queried,available
define the relationship,situationship,/situationship-analyzer,editorial seed,30,4400,0.02,LOW,0,not queried,available
where is this relationship going,situationship,/situationship-analyzer,editorial seed,65,70,,LOW,0,not queried,available
breadcrumbing,breadcrumb,/breadcrumbing-test,editorial seed,30,22200,0.26,LOW,9,not queried,available
breadcrumbing test,breadcrumb,/breadcrumbing-test,editorial seed,45,10,,LOW,0,not queried,available
breadcrumbing quiz,breadcrumb,/breadcrumbing-test,editorial seed,45,10,,LOW,0,not queried,available
breadcrumbing texts,breadcrumb,/breadcrumbing-test,editorial seed,65,140,0.02,LOW,3,not queried,available
breadcrumbing examples,breadcrumb,/breadcrumbing-test,editorial seed,65,720,0.05,LOW,4,not queried,available
is he breadcrumbing me,breadcrumb,/breadcrumbing-test,editorial seed,65,50,0.09,LOW,9,not queried,available
signs of breadcrumbing,breadcrumb,/breadcrumbing-test,editorial seed,65,140,0.02,LOW,12,not queried,available
breadcrumbing vs genuine interest,breadcrumb,/breadcrumbing-test,editorial seed,65,10,,LOW,0,not queried,available
breadcrumbing vs ghosting,breadcrumb,/breadcrumbing-test,editorial seed,65,,,,,not queried,unavailable (not zero)
breadcrumbing or busy,breadcrumb,/breadcrumbing-test,editorial seed,65,,,,,not queried,unavailable (not zero)
how to respond to breadcrumbing,breadcrumb,/breadcrumbing-test,editorial seed,65,170,0.05,LOW,11,not queried,available
he keeps coming back but wont commit,breadcrumb,/breadcrumbing-test,editorial seed,65,,,,,not queried,unavailable (not zero)
he sends random texts,breadcrumb,/breadcrumbing-test,editorial seed,65,10,,,,not queried,available
he texts but doesnt follow through,breadcrumb,/breadcrumbing-test,editorial seed,65,,,,,not queried,unavailable (not zero)
orbiting dating,breadcrumb,/breadcrumbing-test,editorial seed,65,140,,LOW,1,not queried,available
benching dating,breadcrumb,/breadcrumbing-test,editorial seed,65,110,0.03,LOW,4,not queried,available
he keeps me as an option,breadcrumb,/breadcrumbing-test,editorial seed,65,,,,,not queried,unavailable (not zero)
ex text analyzer,ex,/ex-text-analyzer,editorial seed,95,,,,,not queried,unavailable (not zero)
why is my ex texting me,ex,/ex-text-analyzer,editorial seed,65,,,,,not queried,unavailable (not zero)
does my ex want me back,ex,/ex-text-analyzer,editorial seed,65,110,2.43,LOW,11,not queried,available
signs your ex wants you back,ex,/ex-text-analyzer,editorial seed,65,390,0.2,LOW,13,not queried,available
ex reaching out,ex,/ex-text-analyzer,editorial seed,65,90,,LOW,0,not queried,available
ex text messages,ex,/ex-text-analyzer,editorial seed,65,90,,LOW,0,not queried,available
ex texts after no contact,ex,/ex-text-analyzer,editorial seed,65,10,,LOW,0,not queried,available
ex breadcrumbing,ex,/ex-text-analyzer,editorial seed,65,50,,LOW,1,not queried,available
is my ex testing me,ex,/ex-text-analyzer,editorial seed,45,10,,LOW,0,not queried,available
does my ex miss me,ex,/ex-text-analyzer,editorial seed,65,390,7.57,LOW,4,not queried,available
ex checking in,ex,/ex-text-analyzer,editorial seed,65,,,,,not queried,unavailable (not zero)
ex says he misses me,ex,/ex-text-analyzer,editorial seed,65,20,,LOW,0,not queried,available
ex wants to be friends,ex,/ex-text-analyzer,editorial seed,65,210,1.13,LOW,3,not queried,available
ex hot and cold,ex,/ex-text-analyzer,editorial seed,65,50,,LOW,0,not queried,available
should i reply to my ex,ex,/ex-text-analyzer,editorial seed,65,20,,LOW,0,not queried,available
ex texts then disappears,ex,/ex-text-analyzer,editorial seed,65,10,,,,not queried,available
ex says hey,ex,/ex-text-analyzer,editorial seed,65,,,,,not queried,unavailable (not zero)
ex drunk texting,ex,/ex-text-analyzer,editorial seed,65,,,,,not queried,unavailable (not zero)
ex apologizes over text,ex,/ex-text-analyzer,editorial seed,65,,,,,not queried,unavailable (not zero)
whatsapp chat analyzer,whatsapp,/whatsapp-relationship-analyzer,editorial seed,95,40,1.32,LOW,4,not queried,available
whatsapp relationship analyzer,whatsapp,/whatsapp-relationship-analyzer,editorial seed,95,,,,,not queried,unavailable (not zero)
whatsapp chat analysis,whatsapp,/whatsapp-relationship-analyzer,editorial seed,95,10,,LOW,2,not queried,available
whatsapp chat statistics,whatsapp,/whatsapp-relationship-analyzer,editorial seed,95,90,,LOW,0,not queried,available
whatsapp conversation analyzer,whatsapp,/whatsapp-relationship-analyzer,editorial seed,95,10,,,,not queried,available
whatsapp love analyzer,whatsapp,/whatsapp-relationship-analyzer,editorial seed,95,,,,,not queried,unavailable (not zero)
whatsapp text analyzer,whatsapp,/whatsapp-relationship-analyzer,editorial seed,95,10,,,,not queried,available
whatsapp chat insights,whatsapp,/whatsapp-relationship-analyzer,editorial seed,65,,,,,not queried,unavailable (not zero)
whatsapp chat sentiment analysis,whatsapp,/whatsapp-relationship-analyzer,editorial seed,95,10,,LOW,0,not queried,available
whatsapp chat export analysis,whatsapp,/whatsapp-relationship-analyzer,editorial seed,95,,,,,not queried,unavailable (not zero)
whatsapp relationship analysis,whatsapp,/whatsapp-relationship-analyzer,editorial seed,95,,,,,not queried,unavailable (not zero)
analyze whatsapp chat online,whatsapp,/whatsapp-relationship-analyzer,editorial seed,95,,,,,not queried,unavailable (not zero)
whatsapp chat analyzer privacy,whatsapp,/whatsapp-relationship-analyzer,editorial seed,95,,,,,not queried,unavailable (not zero)
export whatsapp chat,whatsapp,/whatsapp-relationship-analyzer,editorial seed,65,720,,LOW,2,not queried,available
who texts first,initiation,/tools/who-texts-first,editorial seed,65,30,,LOW,0,not queried,available
who texts first calculator,initiation,/tools/who-texts-first,editorial seed,95,,,,,not queried,unavailable (not zero)
who texts more,initiation,/tools/who-texts-first,editorial seed,65,,,,,not queried,unavailable (not zero)
who texts more calculator,initiation,/tools/who-texts-first,editorial seed,95,,,,,not queried,unavailable (not zero)
who initiates conversation,initiation,/tools/who-texts-first,editorial seed,65,,,,,not queried,unavailable (not zero)
texting effort calculator,initiation,/tools/who-texts-first,editorial seed,95,,,,,not queried,unavailable (not zero)
texting balance,initiation,/tools/who-texts-first,editorial seed,65,,,,,not queried,unavailable (not zero)
one sided texting,initiation,/tools/who-texts-first,editorial seed,65,50,,LOW,0,not queried,available
i always text first,initiation,/tools/who-texts-first,editorial seed,65,70,,LOW,0,not queried,available
he never texts first,initiation,/tools/who-texts-first,editorial seed,65,20,,LOW,0,not queried,available
should i stop texting first,initiation,/tools/who-texts-first,editorial seed,65,20,,LOW,0,not queried,available
why do i always initiate conversations,initiation,/tools/who-texts-first,editorial seed,65,,,,,not queried,unavailable (not zero)
he replies but never initiates,initiation,/tools/who-texts-first,editorial seed,65,,,,,not queried,unavailable (not zero)
double texting,initiation,/tools/who-texts-first,editorial seed,65,2900,0.03,LOW,1,not queried,available
should i text him first,initiation,/tools/who-texts-first,editorial seed,65,320,0.03,LOW,5,not queried,available
equal effort in texting,initiation,/tools/who-texts-first,editorial seed,65,,,,,not queried,unavailable (not zero)
whatsapp message counter,initiation,/tools/who-texts-first,editorial seed,65,20,,LOW,0,not queried,available
reply time calculator,reply,/tools/reply-time-calculator,editorial seed,95,,,,,not queried,unavailable (not zero)
response time calculator,reply,/tools/reply-time-calculator,editorial seed,30,40,,LOW,0,not queried,available
average reply time,reply,/tools/reply-time-calculator,editorial seed,65,10,,LOW,0,not queried,available
text response time,reply,/tools/reply-time-calculator,editorial seed,65,30,,LOW,0,not queried,available
whatsapp reply time,reply,/tools/reply-time-calculator,editorial seed,65,,,,,not queried,unavailable (not zero)
how long should he take to reply,reply,/tools/reply-time-calculator,editorial seed,65,,,,,not queried,unavailable (not zero)
slow replies,reply,/tools/reply-time-calculator,editorial seed,65,40,,LOW,0,not queried,available
fast replies,reply,/tools/reply-time-calculator,editorial seed,65,110,,LOW,0,not queried,available
he takes hours to reply,reply,/tools/reply-time-calculator,editorial seed,65,30,,LOW,0,not queried,available
he takes days to reply,reply,/tools/reply-time-calculator,editorial seed,65,10,,LOW,0,not queried,available
texting response time and interest,reply,/tools/reply-time-calculator,editorial seed,65,,,,,not queried,unavailable (not zero)
average text response time dating,reply,/tools/reply-time-calculator,editorial seed,65,,,,,not queried,unavailable (not zero)
how long to wait for a text back,reply,/tools/reply-time-calculator,editorial seed,65,20,,LOW,1,not queried,available
why does he take so long to reply,reply,/tools/reply-time-calculator,editorial seed,65,20,,LOW,0,not queried,available
he replies fast but short,reply,/tools/reply-time-calculator,editorial seed,65,0,,,,not queried,available
left on read meaning,reply,/tools/reply-time-calculator,editorial seed,65,1000,0.33,LOW,6,not queried,available
imessage text analyzer,platform,/analyze,editorial seed,65,,,,,not queried,unavailable (not zero)
imessage relationship analyzer,platform,/analyze,editorial seed,65,,,,,not queried,unavailable (not zero)
instagram dm analyzer,platform,/analyze,editorial seed,65,10,,LOW,14,not queried,available
instagram relationship analyzer,platform,/analyze,editorial seed,65,,,,,not queried,unavailable (not zero)
messenger chat analyzer,platform,/analyze,editorial seed,65,10,,,,not queried,available
telegram chat analyzer,platform,/analyze,editorial seed,65,10,,LOW,0,not queried,available
paste text messages analyzer,platform,/analyze,editorial seed,65,,,,,not queried,unavailable (not zero)
copy text messages for analysis,platform,/analyze,editorial seed,65,,,,,not queried,unavailable (not zero)
relationship text analyzer online,home,/,editorial seed,95,,,,,not queried,unavailable (not zero)
relationship text analyzer free,home,/,editorial seed,95,,,,,not queried,unavailable (not zero)
ai relationship text analysis,home,/,editorial seed,95,,,,,not queried,unavailable (not zero)
dating text analyzer free,home,/,editorial seed,95,,,,,not queried,unavailable (not zero)
text analyzer for relationships,home,/,editorial seed,95,,,,,not queried,unavailable (not zero)
does he like me text analyzer,interest,/does-he-like-me-text-analyzer,editorial seed,95,,,,,not queried,unavailable (not zero)
does he like me text analysis,interest,/does-he-like-me-text-analyzer,editorial seed,95,,,,,not queried,unavailable (not zero)
does he like me text analyzer free,interest,/does-he-like-me-text-analyzer,editorial seed,95,,,,,not queried,unavailable (not zero)
mixed signals analyzer,mixed,/mixed-signals-text-analyzer,editorial seed,95,,,,,not queried,unavailable (not zero)
mixed signals text analysis,mixed,/mixed-signals-text-analyzer,editorial seed,95,,,,,not queried,unavailable (not zero)
mixed signals in dating,mixed,/mixed-signals-text-analyzer,editorial seed,65,40,0.03,LOW,6,not queried,available
mixed signals in a relationship,mixed,/mixed-signals-text-analyzer,editorial seed,65,90,,LOW,1,not queried,available
whatsapp chat analyzer online,whatsapp,/whatsapp-relationship-analyzer,editorial seed,95,10,,,,not queried,available
whatsapp relationship analyzer free,whatsapp,/whatsapp-relationship-analyzer,editorial seed,95,,,,,not queried,unavailable (not zero)
analyze ex texts,ex,/ex-text-analyzer,editorial seed,95,,,,,not queried,unavailable (not zero)
ex text analysis,ex,/ex-text-analyzer,editorial seed,95,,,,,not queried,unavailable (not zero)
conversation initiation calculator,initiation,/tools/who-texts-first,editorial seed,95,,,,,not queried,unavailable (not zero)
who starts conversations more,initiation,/tools/who-texts-first,editorial seed,65,,,,,not queried,unavailable (not zero)
who texts first analyzer,initiation,/tools/who-texts-first,editorial seed,95,,,,,not queried,unavailable (not zero)
text reply time calculator,reply,/tools/reply-time-calculator,editorial seed,95,,,,,not queried,unavailable (not zero)
whatsapp response time calculator,reply,/tools/reply-time-calculator,editorial seed,95,,,,,not queried,unavailable (not zero)
whatsapp reply time calculator,reply,/tools/reply-time-calculator,editorial seed,95,,,,,not queried,unavailable (not zero)
ai relationship analysis,home,/,Google autocomplete: ai relationship analyzer,95,20,5.45,LOW,14,not queried,available
do they like me test,interest,/does-he-like-me-text-analyzer,Google autocomplete: does he like me test,45,320,,LOW,1,not queried,available
dry at texting,losing,/is-he-losing-interest,Google autocomplete: dry texting a,65,,,,,not queried,unavailable (not zero)
ghosting vs busy,mixed,/mixed-signals-text-analyzer,Google autocomplete: ghosting or just busy,65,,,,,not queried,unavailable (not zero)
situationship advice,situationship,/situationship-analyzer,Google autocomplete: situationship a,65,30,,LOW,9,not queried,available
breadcrumbing husband,breadcrumb,/breadcrumbing-test,Google autocomplete: breadcrumbing h,65,10,,LOW,2,not queried,available
checking ex instagram,ex,/ex-text-analyzer,Google autocomplete: ex checking in,65,,,,,not queried,unavailable (not zero)
whatsapp chat data,whatsapp,/whatsapp-relationship-analyzer,Google autocomplete: whatsapp chat statistics,65,10,,,,not queried,available
count whatsapp messages,initiation,/tools/who-texts-first,Google autocomplete: whatsapp message counter w,65,20,,LOW,0,not queried,available
average response time,reply,/tools/reply-time-calculator,Google autocomplete: average reply time,30,140,,LOW,0,not queried,available
facebook chat analyzer,platform,/analyze,Google autocomplete: messenger chat analyzer,65,10,,,,not queried,available
analyse text messages,home,/,Google autocomplete: analyze text messages,95,320,1.87,LOW,2,not queried,available
does he like me ai,interest,/does-he-like-me-text-analyzer,Google autocomplete: does he like me a,65,40,,LOW,0,not queried,available
dry texting examples,losing,/is-he-losing-interest,Google autocomplete: dry texting,65,320,,LOW,0,not queried,available
inconsistent texting dating,mixed,/mixed-signals-text-analyzer,Google autocomplete: inconsistent texting,65,,,,,not queried,unavailable (not zero)
situationship ai,situationship,/situationship-analyzer,Google autocomplete: situationship a,65,10,,LOW,6,not queried,available
breadcrumbing meaning,breadcrumb,/breadcrumbing-test,Google autocomplete: breadcrumbing,65,18100,0.2,LOW,9,not queried,available
ex breadcrumbing examples,ex,/ex-text-analyzer,Google autocomplete: ex breadcrumbing,65,10,,LOW,0,not queried,available
whatsapp chat stats,whatsapp,/whatsapp-relationship-analyzer,Google autocomplete: whatsapp chat statistics,95,90,,LOW,0,not queried,available
double texting him,initiation,/tools/who-texts-first,Google autocomplete: double texting h,65,,,,,not queried,unavailable (not zero)
fast replies meaning,reply,/tools/reply-time-calculator,Google autocomplete: fast replies,65,20,,LOW,0,not queried,available
imessage text analysis,platform,/analyze,Google autocomplete: imessage text analyzer,65,,,,,not queried,unavailable (not zero)
analyze texts ai,home,/,Google autocomplete: texting analysis a,95,,,,,not queried,unavailable (not zero)
does he like me back,interest,/does-he-like-me-text-analyzer,Google autocomplete: does he like me,65,260,0.49,LOW,1,not queried,available
dry texting help,losing,/is-he-losing-interest,Google autocomplete: dry texting h,65,,,,,not queried,unavailable (not zero)
inconsistent texting meaning,mixed,/mixed-signals-text-analyzer,Google autocomplete: inconsistent texting,65,10,,LOW,0,not queried,available
situationship app,situationship,/situationship-analyzer,Google autocomplete: situationship a,65,40,5.68,LOW,21,not queried,available
breadcrumbing someone,breadcrumb,/breadcrumbing-test,Google autocomplete: breadcrumbing,65,480,0.04,LOW,16,not queried,available
ex breadcrumbing me,ex,/ex-text-analyzer,Google autocomplete: ex breadcrumbing,65,10,,LOW,0,not queried,available
whatsapp conversation statistics,whatsapp,/whatsapp-relationship-analyzer,Google autocomplete: whatsapp chat statistics,65,,,,,not queried,unavailable (not zero)
double texting hinge,initiation,/tools/who-texts-first,Google autocomplete: double texting h,65,70,,LOW,0,not queried,available
fast reply whatsapp,reply,/tools/reply-time-calculator,Google autocomplete: fast replies w,65,10,,,,not queried,available
imessage text history,platform,/analyze,Google autocomplete: imessage text analyzer,65,10,4.83,LOW,3,not queried,available
analyze your texts,home,/,Google autocomplete: analyze his texts,95,,,,,not queried,unavailable (not zero)
does he love me test,interest,/does-he-like-me-text-analyzer,Google autocomplete: does he like me test,45,590,1.75,LOW,4,not queried,available
dry texting hinge,losing,/is-he-losing-interest,Google autocomplete: dry texting h,65,,,,,not queried,unavailable (not zero)
inconsistent texting patterns,mixed,/mixed-signals-text-analyzer,Google autocomplete: inconsistent texting,65,,,,,not queried,unavailable (not zero)
situationship application,situationship,/situationship-analyzer,Google autocomplete: situationship a,65,40,5.68,LOW,21,not queried,available
benching dating app,breadcrumb,/breadcrumbing-test,Google autocomplete: benching dating,65,,,,,not queried,unavailable (not zero)
ex breadcrumbing meaning,ex,/ex-text-analyzer,Google autocomplete: ex breadcrumbing,65,,,,,not queried,unavailable (not zero)
whatsapp message analyzer,whatsapp,/whatsapp-relationship-analyzer,Google autocomplete: whatsapp conversation analyzer,95,10,,LOW,29,not queried,available
double texting meaning,initiation,/tools/who-texts-first,Google autocomplete: double texting,65,1300,0.05,LOW,1,not queried,available
fast response whatsapp,reply,/tools/reply-time-calculator,Google autocomplete: fast replies w,65,,,,,not queried,unavailable (not zero)
instagram dm analysis,platform,/analyze,Google autocomplete: instagram dm analyzer,65,10,,LOW,0,not queried,available
chat analyse ai,home,/,Google autocomplete: chat analysis ai,95,10,,,,not queried,available
does my crush hate me,interest,/does-he-like-me-text-analyzer,Google autocomplete: does my crush like me h,65,20,,LOW,0,not queried,available
dry texting meaning,losing,/is-he-losing-interest,Google autocomplete: dry texting,65,1300,,LOW,0,not queried,available
inconsistent with texting,mixed,/mixed-signals-text-analyzer,Google autocomplete: inconsistent texting w,65,,,,,not queried,unavailable (not zero)
situationship awareness,situationship,/situationship-analyzer,Google autocomplete: situationship a,65,10,,LOW,1,not queried,available
benching dating meaning,breadcrumb,/breadcrumbing-test,Google autocomplete: benching dating,65,10,,LOW,4,not queried,available
ex breadcrumbing you,ex,/ex-text-analyzer,Google autocomplete: ex breadcrumbing,65,,,,,not queried,unavailable (not zero)
whatsapp messages statistics,whatsapp,/whatsapp-relationship-analyzer,Google autocomplete: whatsapp chat statistics,65,,,,,not queried,unavailable (not zero)
double texting works,initiation,/tools/who-texts-first,Google autocomplete: double texting w,65,,,,,not queried,unavailable (not zero)
hate slow replies,reply,/tools/reply-time-calculator,Google autocomplete: slow replies h,65,10,,LOW,0,not queried,available
messenger chat analysis,platform,/analyze,Google autocomplete: messenger chat analyzer,65,10,,,,not queried,available
chat analyze ai,home,/,Google autocomplete: chat analysis ai,95,10,,,,not queried,available
he's not interested in me,interest,/does-he-like-me-text-analyzer,Google autocomplete: is he interested in me,65,20,0.04,LOW,7,not queried,available
dry texting why,losing,/is-he-losing-interest,Google autocomplete: dry texting w,65,,,,,not queried,unavailable (not zero)
mixed signals meaning,mixed,/mixed-signals-text-analyzer,Google autocomplete: mixed signals,65,1300,0.04,LOW,1,not queried,available
situationship heartbreak,situationship,/situationship-analyzer,Google autocomplete: situationship h,65,20,,LOW,0,not queried,available
benching dating slang,breadcrumb,/breadcrumbing-test,Google autocomplete: benching dating,65,,,,,not queried,unavailable (not zero)
ex said hey,ex,/ex-text-analyzer,Google autocomplete: ex says hey,65,,,,,not queried,unavailable (not zero)
whatsapp text analysis,whatsapp,/whatsapp-relationship-analyzer,Google autocomplete: whatsapp text analyzer,95,10,,,,not queried,available
one way texting,initiation,/tools/who-texts-first,Google autocomplete: one sided texting,65,30,18.64,LOW,33,not queried,available
slow replies hinge,reply,/tools/reply-time-calculator,Google autocomplete: slow replies h,65,,,,,not queried,unavailable (not zero)
telegram chat analysis,platform,/analyze,Google autocomplete: telegram chat analyzer,65,10,,LOW,0,not queried,available
chat analyzer ai,home,/,Google autocomplete: conversation analyzer a,95,10,13.51,MEDIUM,43,not queried,available
is he into me quiz,interest,/does-he-like-me-text-analyzer,Google autocomplete: is he into me,45,90,,LOW,0,not queried,available
dry texting words,losing,/is-he-losing-interest,Google autocomplete: dry texting w,65,70,,LOW,0,not queried,available
mixed signals why,mixed,/mixed-signals-text-analyzer,Google autocomplete: mixed signals w,65,,,,,not queried,unavailable (not zero)
situationship hell,situationship,/situationship-analyzer,Google autocomplete: situationship h,65,10,,LOW,0,not queried,available
benching dating term,breadcrumb,/breadcrumbing-test,Google autocomplete: benching dating,65,10,,LOW,4,not queried,available
checking in with ex,ex,/ex-text-analyzer,Google autocomplete: ex checking in w,65,,,,,not queried,unavailable (not zero)
export whatsapp chat automatically,whatsapp,/whatsapp-relationship-analyzer,Google autocomplete: export whatsapp chat a,65,,,,,not queried,unavailable (not zero)
